Lab 11: Working with Raster Data - Part 2 Answers
Mason Harris
04/23/19

Exercise 1: In ArcMap
Mean - 27.36
Standard Deviation - 1.22
Sample Size - 34606


OBJECTID,pointid,grid_code,POINT_X,POINT_Y
275,275,26.3349991,-86.467758178710824,30.202159881591854
276,276,26.3099995,-86.426086425781136,30.202159881591854
277,277,26.3299999,-86.384414672851562,30.202159881591854
278,278,26.3599987,-86.342742919921875,30.202159881591854
279,279,26.3549995,-86.301071166992188,30.202159881591854
280,280,26.3649998,-86.259399414062500,30.202159881591854
281,281,26.3050003,-86.217727661132813,30.202159881591854
282,282,26.1800003,-86.176055908203125,30.202159881591854
283,283,26.1099987,-86.134384155273438,30.202159881591854
284,284,26.0550003,-86.092712402343750,30.202159881591854
285,285,26.0149994,-86.051040649414063,30.202159881591854
286,286,26.0049992,-86.009368896484375,30.202159881591854
287,287,25.8899994,-85.967697143554688,30.202159881591854
288,288,25.8899994,-85.926025390625000,30.202159881591854
289,289,25.8899994,-85.884353637695313,30.202159881591854
290,290,24.7799988,-81.675506591796875,30.202159881591854
291,291,24.7799988,-81.633834838867131,30.202159881591854
292,292,24.7799988,-81.592163085937443,30.202159881591854
293,293,25.0149994,-81.383804321289006,30.202159881591854
294,294,25.0149994,-81.342132568359318,30.202159881591854
295,295,25.1549988,-81.300460815429631,30.202159881591854
296,296,25.4650002,-81.258789062499886,30.202159881591854
297,297,25.6999989,-81.217117309570199,30.202159881591854
298,298,25.8149986,-81.175445556640625,30.202159881591854
299,299,25.8499985,-81.133773803710938,30.202159881591854
300,300,25.8649998,-81.092102050781250,30.202159881591854
301,301,25.8699989,-81.050430297851562,30.202159881591854
302,302,25.9949989,-81.008758544921875,30.202159881591854
303,303,26.0399990,-80.967086791992188,30.202159881591854
304,304,26.0450001,-80.925415039062500,30.202159881591854
305,305,26.0900002,-80.883743286132813,30.202159881591854
306,306,26.1549988,-80.842071533203125,30.202159881591854
307,307,26.2049999,-80.800399780273438,30.202159881591854
308,308,26.2399998,-80.758728027343750,30.202159881591854
309,309,26.2449989,-80.717056274414063,30.202159881591854
310,310,26.3249989,-80.675384521484375,30.202159881591854
311,311,26.3850002,-80.633712768554688,30.202159881591854
312,312,26.5100002,-80.592041015624943,30.202159881591854
313,313,26.6449986,-80.550369262695256,30.202159881591854
314,314,26.8949986,-80.508697509765568,30.202159881591854
315,315,27.1099987,-80.467025756835881,30.202159881591854
316,316,27.3349991,-80.425354003906193,30.202159881591854
317,317,27.4849987,-80.383682250976506,30.202159881591854
318,318,27.4949989,-80.342010498046818,30.202159881591854
319,319,27.9599991,-80.300338745117131,30.202159881591854
320,320,28.1399994,-80.258666992187443,30.202159881591854
321,321,23.6899986,-90.384902954101563,30.160488128662223
322,322,23.5399990,-90.343231201171875,30.160488128662223
323,323,23.5399990,-90.301559448242188,30.160488128662223
324,324,23.6549988,-90.259887695312500,30.160488128662223
325,325,23.4949989,-90.218215942382813,30.160488128662223
326,326,23.3500004,-90.176544189453125,30.160488128662223
327,327,23.3199997,-90.134872436523438,30.160488128662223
328,328,23.3949986,-90.093200683593750,30.160488128662223
329,329,23.4499989,-90.051528930664063,30.160488128662223
330,330,23.5249996,-89.426452636718750,30.160488128662223
331,331,23.5249996,-89.384780883789063,30.160488128662223
332,332,23.4650002,-89.343109130859375,30.160488128662223
333,333,23.5649986,-89.301437377929688,30.160488128662223
334,334,23.5049992,-89.259765625000000,30.160488128662223
335,335,23.5000000,-89.218093872070313,30.160488128662223
336,336,23.5599995,-89.176422119140625,30.160488128662223
337,337,23.5649986,-89.134750366210938,30.160488128662223
338,338,23.5649986,-89.093078613281250,30.160488128662223
339,339,23.4699993,-89.051406860351563,30.160488128662223
340,340,23.8199997,-89.009735107421875,30.160488128662223
341,341,24.1049995,-88.968063354492188,30.160488128662223
342,342,24.3249989,-88.926391601562443,30.160488128662223
343,343,24.7899990,-88.884719848632756,30.160488128662223
344,344,25.2049999,-88.843048095703068,30.160488128662223
345,345,25.3099995,-88.801376342773381,30.160488128662223
346,346,25.2649994,-88.759704589843693,30.160488128662223
347,347,25.2250004,-88.718032836914006,30.160488128662223
348,348,24.9449997,-88.676361083984318,30.160488128662223
349,349,25.0349998,-88.634689331054631,30.160488128662223
350,350,24.9949989,-88.593017578124943,30.160488128662223
351,351,24.8799992,-88.551345825195199,30.160488128662223
352,352,25.0649986,-88.509674072265511,30.160488128662223
353,353,25.1949997,-88.468002319335937,30.160488128662223
354,354,25.0349998,-88.426330566406250,30.160488128662223
355,355,24.6199989,-88.384658813476562,30.160488128662223
356,356,25.0299988,-88.342987060546875,30.160488128662223
357,357,25.3400002,-88.301315307617188,30.160488128662223
358,358,25.5049992,-88.259643554687500,30.160488128662223
359,359,25.4249992,-88.217971801757813,30.160488128662223
360,360,25.4750004,-88.176300048828125,30.160488128662223
361,361,24.8050003,-88.134628295898438,30.160488128662223
362,362,24.4200001,-88.092956542968750,30.160488128662223
363,363,25.0299988,-88.051284790039063,30.160488128662223
364,364,25.4099998,-88.009613037109375,30.160488128662223
365,365,25.3999996,-87.967941284179688,30.160488128662223
366,366,25.3799992,-87.926269531250000,30.160488128662223
367,367,25.3500004,-87.884597778320256,30.160488128662223
368,368,25.3299999,-87.842926025390568,30.160488128662223
369,369,25.3149986,-87.801254272460881,30.160488128662223
370,370,25.5149994,-87.759582519531193,30.160488128662223
371,371,25.6149998,-87.717910766601506,30.160488128662223
372,372,25.6399994,-87.676239013671818,30.160488128662223
373,373,25.6599998,-87.634567260742131,30.160488128662223
374,374,25.7399998,-87.592895507812443,30.160488128662223
375,375,25.9300003,-87.551223754882756,30.160488128662223
376,376,26.1700001,-87.509552001953011,30.160488128662223
377,377,26.2649994,-87.467880249023324,30.160488128662223
378,378,26.2199993,-87.426208496093750,30.160488128662223
379,379,26.2199993,-87.384536743164062,30.160488128662223
380,380,26.3050003,-87.342864990234375,30.160488128662223
381,381,26.3750000,-87.301193237304688,30.160488128662223
382,382,26.4149990,-87.259521484375000,30.160488128662223
383,383,26.4599991,-87.217849731445313,30.160488128662223
384,384,26.4449997,-87.176177978515625,30.160488128662223
385,385,26.3599987,-87.134506225585938,30.160488128662223
386,386,26.3149986,-87.092834472656250,30.160488128662223
387,387,26.2899990,-87.051162719726563,30.160488128662223
388,388,26.2849998,-87.009490966796875,30.160488128662223
389,389,26.3549995,-86.967819213867188,30.160488128662223
390,390,26.4849987,-86.926147460937500,30.160488128662223
391,391,26.4300003,-86.884475708007813,30.160488128662223
392,392,26.5550003,-86.842803955078068,30.160488128662223
393,393,26.5799999,-86.801132202148381,30.160488128662223
394,394,26.4949989,-86.759460449218693,30.160488128662223
395,395,26.3999996,-86.717788696289006,30.160488128662223
396,396,26.3899994,-86.676116943359318,30.160488128662223
397,397,26.4249992,-86.634445190429631,30.160488128662223
398,398,26.4599991,-86.592773437499943,30.160488128662223
399,399,26.4149990,-86.551101684570256,30.160488128662223
400,400,26.4149990,-86.509429931640568,30.160488128662223
401,401,26.3799992,-86.467758178710824,30.160488128662223
402,402,26.3599987,-86.426086425781136,30.160488128662223
403,403,26.3750000,-86.384414672851562,30.160488128662223
404,404,26.3850002,-86.342742919921875,30.160488128662223
405,405,26.3850002,-86.301071166992188,30.160488128662223
406,406,26.3599987,-86.259399414062500,30.160488128662223
407,407,26.3949986,-86.217727661132813,30.160488128662223
408,408,26.3499985,-86.176055908203125,30.160488128662223
409,409,26.2600002,-86.134384155273438,30.160488128662223
410,410,26.1899986,-86.092712402343750,30.160488128662223
411,411,26.1399994,-86.051040649414063,30.160488128662223
412,412,25.9149990,-86.009368896484375,30.160488128662223
413,413,25.9149990,-85.967697143554688,30.160488128662223
414,414,25.9849987,-85.926025390625000,30.160488128662223
415,415,25.9849987,-85.884353637695313,30.160488128662223
416,416,25.9300003,-85.842681884765625,30.160488128662223
417,417,25.8499985,-85.801010131835881,30.160488128662223
418,418,26.0499992,-85.759338378906193,30.160488128662223
419,419,26.0499992,-85.717666625976506,30.160488128662223
420,420,24.7399998,-81.717178344726563,30.160488128662223
421,421,24.7399998,-81.675506591796875,30.160488128662223
422,422,24.7399998,-81.633834838867131,30.160488128662223
423,423,24.7999992,-81.592163085937443,30.160488128662223
424,424,25.0149994,-81.383804321289006,30.160488128662223
425,425,25.0000000,-81.342132568359318,30.160488128662223
426,426,25.0450001,-81.300460815429631,30.160488128662223
427,427,25.3099995,-81.258789062499886,30.160488128662223
428,428,25.6250000,-81.217117309570199,30.160488128662223
429,429,25.7799988,-81.175445556640625,30.160488128662223
430,430,25.8449993,-81.133773803710938,30.160488128662223
431,431,25.8850002,-81.092102050781250,30.160488128662223
432,432,25.9300003,-81.050430297851562,30.160488128662223
433,433,25.9849987,-81.008758544921875,30.160488128662223
434,434,26.0649986,-80.967086791992188,30.160488128662223
435,435,26.1399994,-80.925415039062500,30.160488128662223
436,436,26.2099991,-80.883743286132813,30.160488128662223
437,437,26.2399998,-80.842071533203125,30.160488128662223
438,438,26.2399998,-80.800399780273438,30.160488128662223
439,439,26.3099995,-80.758728027343750,30.160488128662223
440,440,26.3499985,-80.717056274414063,30.160488128662223
441,441,26.3599987,-80.675384521484375,30.160488128662223
442,442,26.3949986,-80.633712768554688,30.160488128662223
443,443,26.4949989,-80.592041015624943,30.160488128662223
444,444,26.6700001,-80.550369262695256,30.160488128662223
445,445,26.8949986,-80.508697509765568,30.160488128662223
446,446,27.1499996,-80.467025756835881,30.160488128662223
447,447,27.2449989,-80.425354003906193,30.160488128662223
448,448,27.8050003,-80.383682250976506,30.160488128662223
449,449,28.0949993,-80.342010498046818,30.160488128662223
450,450,28.2699986,-80.300338745117131,30.160488128662223
451,451,28.4099998,-80.258666992187443,30.160488128662223
452,452,23.6049995,-90.343231201171875,30.118816375732479
453,453,23.7500000,-90.301559448242188,30.118816375732479
454,454,23.7899990,-90.259887695312500,30.118816375732479
455,455,23.7150002,-90.218215942382813,30.118816375732479
456,456,23.6299992,-90.176544189453125,30.118816375732479
457,457,23.5900002,-90.134872436523438,30.118816375732479
458,458,23.5799999,-90.093200683593750,30.118816375732479
459,459,22.9449997,-89.384780883789063,30.118816375732479
460,460,22.9599991,-89.343109130859375,30.118816375732479
461,461,23.1199989,-89.301437377929688,30.118816375732479
462,462,23.3400002,-89.259765625000000,30.118816375732479
463,463,23.6049995,-89.218093872070313,30.118816375732479
464,464,23.7099991,-89.176422119140625,30.118816375732479
465,465,23.6949997,-89.134750366210938,30.118816375732479
466,466,23.7150002,-89.093078613281250,30.118816375732479
467,467,23.6999989,-89.051406860351563,30.118816375732479
468,468,24.1099987,-89.009735107421875,30.118816375732479
469,469,24.7600002,-88.968063354492188,30.118816375732479
470,470,25.0550003,-88.926391601562443,30.118816375732479
471,471,25.2950001,-88.884719848632756,30.118816375732479
472,472,25.4750004,-88.843048095703068,30.118816375732479
473,473,25.4750004,-88.801376342773381,30.118816375732479
474,474,25.4699993,-88.759704589843693,30.118816375732479
475,475,25.3500004,-88.718032836914006,30.118816375732479
476,476,25.3850002,-88.676361083984318,30.118816375732479
477,477,25.5149994,-88.634689331054631,30.118816375732479
478,478,25.5599995,-88.593017578124943,30.118816375732479
479,479,25.3899994,-88.551345825195199,30.118816375732479
480,480,25.5949993,-88.509674072265511,30.118816375732479
481,481,25.6700001,-88.468002319335937,30.118816375732479
482,482,25.6199989,-88.426330566406250,30.118816375732479
483,483,25.5849991,-88.384658813476562,30.118816375732479
484,484,25.6199989,-88.342987060546875,30.118816375732479
485,485,25.7049999,-88.301315307617188,30.118816375732479
486,486,25.7449989,-88.259643554687500,30.118816375732479
487,487,25.6749992,-88.217971801757813,30.118816375732479
488,488,25.4750004,-88.176300048828125,30.118816375732479
489,489,25.2150002,-88.134628295898438,30.118816375732479
490,490,25.1449986,-88.092956542968750,30.118816375732479
491,491,25.5000000,-88.009613037109375,30.118816375732479
492,492,25.5100002,-87.967941284179688,30.118816375732479
493,493,25.5550003,-87.926269531250000,30.118816375732479
494,494,25.5100002,-87.884597778320256,30.118816375732479
495,495,25.4699993,-87.842926025390568,30.118816375732479
496,496,25.5999985,-87.801254272460881,30.118816375732479
497,497,25.7600002,-87.759582519531193,30.118816375732479
498,498,25.8799992,-87.717910766601506,30.118816375732479
499,499,25.9300003,-87.676239013671818,30.118816375732479
500,500,25.9300003,-87.634567260742131,30.118816375732479
501,501,26.1099987,-87.592895507812443,30.118816375732479
502,502,26.2249985,-87.551223754882756,30.118816375732479
503,503,26.3400002,-87.509552001953011,30.118816375732479
504,504,26.3899994,-87.467880249023324,30.118816375732479
505,505,26.3999996,-87.426208496093750,30.118816375732479
506,506,26.3949986,-87.384536743164062,30.118816375732479
507,507,26.3750000,-87.342864990234375,30.118816375732479
508,508,26.4949989,-87.301193237304688,30.118816375732479
509,509,26.5550003,-87.259521484375000,30.118816375732479
510,510,26.5450001,-87.217849731445313,30.118816375732479
